index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
2542,Data Manipulation in RPA,UiPath,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Beginner
2543,Functional Program Design in Scala (Scala 2 version),École Polytechnique Fédérale de Lausanne,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2544,"C++ For C Programmers, Part B","University of California, Santa Cruz",Course,45k,Computer Science,it_and_computer_science,1-3 Months,4.4,Mixed
2545,Java Programming: Principles of Software Design,Duke University,Course,92k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2546,User Research and Design,University of Minnesota,Course,19k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2547,Introduction To Swift Programming,University of Toronto,Course,72k,Computer Science,it_and_computer_science,1-3 Months,3.9,Mixed
2548,"Using JavaScript, JQuery, and JSON in Django",University of Michigan,Course,18k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2549,Документы и презентации в LaTeX (Introduction to LaTeX),HSE University,Course,24k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2550,Introducción al desarrollo web,Universidad de los Andes,Course,4.8k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2551,Mobile Interaction Design: How to Design Usable Mobile Products and Services,HSE University,Course,14k,Computer Science,it_and_computer_science,1-3 Months,4.1,Intermediate
2552,Develop and Deploy Windows Applications on Google Cloud,Google Cloud,Course,29k,Computer Science,it_and_computer_science,1-3 Months,4.2,Beginner
2553,البرمجة للجميع - بدء استخدام بايثون,University of Michigan,Course,6.6k,Computer Science,it_and_computer_science,1-3 Months,4.7,Mixed
2554,Building Conversational Experiences with Dialogflow,Google Cloud,Course,38k,Computer Science,it_and_computer_science,1-3 Months,4.4,Beginner
2555,Linux for Developers,The Linux Foundation,Course,30k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2556,Creative Programming for Digital Media & Mobile Apps,University of London,Course,13k,Computer Science,it_and_computer_science,1-3 Months,4.1,Mixed
2557,Distributed Programming in Java,Rice University,Course,18k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2558,Interactive Computer Graphics,The University of Tokyo,Course,63k,Computer Science,it_and_computer_science,1-3 Months,4.1,Intermediate
2559,Cloud Computing Fundamentals on Alibaba Cloud,Alibaba Cloud Academy,Course,3.5k,Computer Science,it_and_computer_science,1-3 Months,4.7,Beginner
2560,Java Class Library,LearnQuest,Course,1.8k,Computer Science,it_and_computer_science,1-3 Months,4.5,Intermediate
2561,Introduction to iOS App Development with Swift 5,LearnQuest,Course,8.8k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2562,Operations Research (3): Theory,National Taiwan University,Course,2k,Computer Science,it_and_computer_science,1-3 Months,5,Advanced
2563,人工智慧：搜尋方法與邏輯推論 (Artificial Intelligence - Search & Logic),National Taiwan University,Course,19k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2564,計算機程式設計 (Computer Programming),National Taiwan University,Course,19k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2565,Engineering Practices for Building Quality Software,University of Minnesota,Course,13k,Computer Science,it_and_computer_science,1-3 Months,4.5,Intermediate
2566,Software Product Management Capstone,University of Alberta,Course,17k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2567,C程序设计进阶,Peking University,Course,18k,Computer Science,it_and_computer_science,1-3 Months,4.9,Mixed
2568,Основы разработки на С++: коричневый пояс,Moscow Institute of Physics and Technology,Course,6.8k,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2569,Hardware Security,"University of Maryland, College Park",Course,27k,Computer Science,it_and_computer_science,1-3 Months,4.3,Mixed
2570,Full Stack Cloud Development Capstone Project,IBM,Course,2.2k,Computer Science,it_and_computer_science,1-3 Months,4.1,Intermediate
2571,Create Serverless Applications,Microsoft,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2572,Features and Boundaries,Columbia University,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Beginner
2573,Mastering the Software Engineering Interview,University of California San Diego,Course,64k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2574,Adobe Illustrator для начинающих,Saint Petersburg State University,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Beginner
2575,"Android App Components - Intents, Activities, and Broadcast Receivers",Vanderbilt University,Course,40k,Computer Science,it_and_computer_science,1-3 Months,4.2,Mixed
2576,Prepare for DP-100: Data Science on Microsoft Azure Exam,Microsoft,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2577,Perform data science with Azure Databricks,Microsoft,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2578,Quantitative Model Checking,EIT Digital,Course,5.2k,Computer Science,it_and_computer_science,1-3 Months,4.2,Intermediate
2579,"Designing, Running, and Analyzing Experiments",University of California San Diego,Course,28k,Computer Science,it_and_computer_science,1-3 Months,3.6,Intermediate
2580,Advanced Modeling for Discrete Optimization,The University of Melbourne,Course,16k,Computer Science,it_and_computer_science,1-3 Months,4.9,Intermediate
2581,Architecting Smart IoT Devices,EIT Digital,Course,24k,Computer Science,it_and_computer_science,1-3 Months,4.3,Intermediate
2582,Orientação a Objetos com Java,Instituto Tecnológico de Aeronáutica,Course,54k,Computer Science,it_and_computer_science,1-3 Months,4.8,Intermediate
2583,"Programming Languages, Part C",University of Washington,Course,28k,Computer Science,it_and_computer_science,1-3 Months,4.9,Mixed
2584,计算机系统基础（一） ：程序的表示、转换与链接,Nanjing University,Course,11k,Computer Science,it_and_computer_science,1-3 Months,4.7,Mixed
2585,Сетевое администрирование: от теории к практике,National Research Tomsk State University,Course,12k,Computer Science,it_and_computer_science,1-3 Months,4.1,Intermediate
2586,Detección de objetos,Universitat Autònoma de Barcelona,Course,30k,Computer Science,it_and_computer_science,1-3 Months,4.5,Mixed
2587,Python как иностранный,HSE University,Course,4.1k,Computer Science,it_and_computer_science,1-3 Months,5,Beginner
2588,I/O-efficient algorithms,EIT Digital,Course,4.9k,Computer Science,it_and_computer_science,1-3 Months,4.6,Advanced
2589,Laboratório de Programação Orientada a Objetos - Parte 2,Universidade de São Paulo,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Advanced
2590,Введение в язык Котлин,Peter the Great St. Petersburg Polytechnic University,Course,11k,Computer Science,it_and_computer_science,1-3 Months,4.5,Beginner
2591,算法基础,Peking University,Course,25k,Computer Science,it_and_computer_science,1-3 Months,4.8,Mixed
2592,Natural Creativity,"Parsons School of Design, The New School",Course,0,Computer Science,it_and_computer_science,1-3 Months,4.4,Intermediate
2593,Technical Deep Dive with Incident Response Tools,Infosec,Course,0,Computer Science,it_and_computer_science,1-3 Months,4.9,Beginner
2594,Evaluating Designs with Users,University of Michigan,Course,11k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2595,Development of Real-Time Systems,EIT Digital,Course,32k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2596,iOS App Development Basics,University of Toronto,Course,37k,Computer Science,it_and_computer_science,1-3 Months,4.2,Mixed
2597,Symmetric Cryptography,University of Colorado System,Course,9.7k,Computer Science,it_and_computer_science,1-3 Months,4.6,Intermediate
2598,Creando Chatbots con Tecnología de IA Sin experiencia en Programación,IBM,Course,2.3k,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2599,3D Reconstruction - Single Viewpoint,Columbia University,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Beginner
2600,UI Automation and Selectors,UiPath,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Beginner
2601,Responsive Web Design,University of London,Course,80k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2602,数据结构基础,Peking University,Course,23k,Computer Science,it_and_computer_science,1-3 Months,4.2,Mixed
2603,高级数据结构与算法,Peking University,Course,13k,Computer Science,it_and_computer_science,1-3 Months,4.3,Mixed
2604,基于Unity引擎的游戏开发基础,Fudan University,Course,13k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2605,Algorithms on Graphs,University of California San Diego,Course,95k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2606,Deep Learning in Computer Vision,HSE University,Course,56k,Computer Science,it_and_computer_science,1-3 Months,3.8,Advanced
2607,Desarrollo de aplicaciones con Android,Universidad Nacional Autónoma de México,Course,31k,Computer Science,it_and_computer_science,1-3 Months,4.3,Intermediate
2608,Addressing Large Hadron Collider Challenges by Machine Learning,HSE University,Course,17k,Computer Science,it_and_computer_science,1-3 Months,4.5,Advanced
2609,Advanced Algorithms and Complexity,University of California San Diego,Course,68k,Computer Science,it_and_computer_science,1-3 Months,4.6,Advanced
2610,Principles of Computing (Part 1),Rice University,Course,30k,Computer Science,it_and_computer_science,1-3 Months,4.7,Intermediate
2611,Stages of Incident Response,Infosec,Course,0,Computer Science,it_and_computer_science,1-3 Months,4.8,Beginner
2612,Creative Artifacts,"Parsons School of Design, The New School",Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2613,Evaluating User Interfaces,University of Minnesota,Course,13k,Computer Science,it_and_computer_science,1-3 Months,4.7,Mixed
2614,Prototyping and Design,University of Minnesota,Course,17k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2615,Connect Your Services with Microsoft Azure Service Bus,Microsoft,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2616,Manage Resources in Azure,Microsoft,Course,0,Computer Science,it_and_computer_science,1-3 Months,0,Intermediate
2617,App Design and Development for iOS,University of Toronto,Course,24k,Computer Science,it_and_computer_science,1-3 Months,4.1,Mixed
2618,RPA Lifecycle: Development and Testing,Automation Anywhere,Course,4.9k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2619,Peer-to-Peer Protocols and Local Area Networks,University of Colorado System,Course,17k,Computer Science,it_and_computer_science,1-3 Months,4.7,Mixed
2620,Engineering Maintainable Android Apps,Vanderbilt University,Course,27k,Computer Science,it_and_computer_science,1-3 Months,4.5,Mixed
2621,UX (User Experience) Capstone,University of Michigan,Course,7k,Computer Science,it_and_computer_science,1-3 Months,4.6,Beginner
2622,SRS Documents: Requirements and Diagrammatic Notations,University of Colorado System,Course,4.2k,Computer Science,it_and_computer_science,1-3 Months,4.4,Beginner
2623,Making Your First Virtual Reality Game,University of London,Course,22k,Computer Science,it_and_computer_science,1-3 Months,4.4,Intermediate
2624,Cloud Computing Concepts: Part 2,University of Illinois at Urbana-Champaign,Course,28k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
2625,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",University of Illinois at Urbana-Champaign,Course,49k,Computer Science,it_and_computer_science,1-3 Months,4.3,Intermediate
2626,"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",University of Illinois at Urbana-Champaign,Course,27k,Computer Science,it_and_computer_science,1-3 Months,4.3,Mixed
2627,Web Application Development with JavaScript and MongoDB,University of London,Course,59k,Computer Science,it_and_computer_science,1-3 Months,4.6,Mixed
